[2024-07-24 16:04:13] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0490, Current candle evolution: 0.18%
[2024-07-24 16:06:18] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:18] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:18] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:06:19] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4903, Current candle evolution: -0.45%

[2024-07-24 16:06:19] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3094, Current candle evolution: -0.67%

[2024-07-24 16:06:19] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:20] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:20] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66091.2500, Current candle evolution: -0.27%

[2024-07-24 16:06:20] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:20] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:06:20] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:20] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3220, Current candle evolution: -0.30%

[2024-07-24 16:06:20] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3695, Current candle evolution: -0.24%

[2024-07-24 16:06:20] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3094, Current candle evolution: -0.67%

[2024-07-24 16:06:20] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4901, Current candle evolution: -0.49%

[2024-07-24 16:06:21] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:21] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:21] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:21] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3695, Current candle evolution: -0.24%

[2024-07-24 16:06:21] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:06:21] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:22] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:06:22] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66091.2500, Current candle evolution: -0.27%

[2024-07-24 16:06:22] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:22] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4901, Current candle evolution: -0.49%

[2024-07-24 16:06:22] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3095, Current candle evolution: -0.64%

[2024-07-24 16:06:22] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9830, Current candle evolution: -0.35%

[2024-07-24 16:06:23] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:23] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:06:23] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:23] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:23] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3694, Current candle evolution: -0.27%

[2024-07-24 16:06:23] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3230, Current candle evolution: -0.26%

[2024-07-24 16:06:23] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3096, Current candle evolution: -0.61%

[2024-07-24 16:06:23] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4901, Current candle evolution: -0.49%

[2024-07-24 16:06:23] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66108.2000, Current candle evolution: -0.24%

[2024-07-24 16:06:24] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:24] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.26%

[2024-07-24 16:06:24] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:24] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:24] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:06:24] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3694, Current candle evolution: -0.27%

[2024-07-24 16:06:25] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4903, Current candle evolution: -0.45%

[2024-07-24 16:06:25] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:06:25] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66125.9900, Current candle evolution: -0.22%

[2024-07-24 16:06:25] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3097, Current candle evolution: -0.58%

[2024-07-24 16:06:25] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:26] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:26] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.16%

[2024-07-24 16:06:26] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5403, Current candle evolution: -0.44%

[2024-07-24 16:06:26] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3694, Current candle evolution: -0.27%

[2024-07-24 16:06:26] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1273, Current candle evolution: -0.31%

[2024-07-24 16:06:26] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3097, Current candle evolution: -0.58%

[2024-07-24 16:06:26] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:26] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4903, Current candle evolution: -0.45%

[2024-07-24 16:06:26] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66129.5800, Current candle evolution: -0.21%

[2024-07-24 16:06:27] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:27] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:27] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3694, Current candle evolution: -0.27%

[2024-07-24 16:06:27] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1274, Current candle evolution: -0.23%

[2024-07-24 16:06:27] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.23%

[2024-07-24 16:06:27] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5407, Current candle evolution: -0.37%

[2024-07-24 16:06:28] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4905, Current candle evolution: -0.41%

[2024-07-24 16:06:28] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66162.8000, Current candle evolution: -0.16%

[2024-07-24 16:06:28] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3098, Current candle evolution: -0.55%

[2024-07-24 16:06:28] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9850, Current candle evolution: -0.25%

[2024-07-24 16:06:29] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.23%

[2024-07-24 16:06:29] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9450, Current candle evolution: 0.21%

[2024-07-24 16:06:29] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:29] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5408, Current candle evolution: -0.35%

[2024-07-24 16:06:29] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1274, Current candle evolution: -0.23%

[2024-07-24 16:06:29] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3694, Current candle evolution: -0.27%

[2024-07-24 16:06:29] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66140.0100, Current candle evolution: -0.20%

[2024-07-24 16:06:29] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:29] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3098, Current candle evolution: -0.55%

[2024-07-24 16:06:29] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4905, Current candle evolution: -0.41%

[2024-07-24 16:06:29] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:30] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1274, Current candle evolution: -0.23%

[2024-07-24 16:06:30] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9450, Current candle evolution: 0.21%

[2024-07-24 16:06:30] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:30] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.26%

[2024-07-24 16:06:30] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3694, Current candle evolution: -0.27%

[2024-07-24 16:06:30] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5405, Current candle evolution: -0.41%

[2024-07-24 16:06:30] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:30] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4905, Current candle evolution: -0.41%

[2024-07-24 16:06:30] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66140.0100, Current candle evolution: -0.20%

[2024-07-24 16:06:31] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:31] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:31] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.20%

[2024-07-24 16:06:31] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9450, Current candle evolution: 0.21%

[2024-07-24 16:06:31] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3694, Current candle evolution: -0.27%

[2024-07-24 16:06:31] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:32] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1273, Current candle evolution: -0.31%

[2024-07-24 16:06:32] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:32] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4905, Current candle evolution: -0.41%

[2024-07-24 16:06:32] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66140.0100, Current candle evolution: -0.20%

[2024-07-24 16:06:32] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:33] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.23%

[2024-07-24 16:06:33] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:33] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:06:33] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:33] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:33] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:33] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4905, Current candle evolution: -0.41%

[2024-07-24 16:06:33] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1273, Current candle evolution: -0.31%

[2024-07-24 16:06:33] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66140.0100, Current candle evolution: -0.20%

[2024-07-24 16:06:34] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:34] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:34] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.23%

[2024-07-24 16:06:34] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:06:34] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5407, Current candle evolution: -0.37%

[2024-07-24 16:06:35] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66140.0100, Current candle evolution: -0.20%

[2024-07-24 16:06:35] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4905, Current candle evolution: -0.41%

[2024-07-24 16:06:35] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:35] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:35] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1273, Current candle evolution: -0.31%

[2024-07-24 16:06:35] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:36] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:36] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.26%

[2024-07-24 16:06:36] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5407, Current candle evolution: -0.37%

[2024-07-24 16:06:36] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:36] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:36] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:36] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:36] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66128.0100, Current candle evolution: -0.21%

[2024-07-24 16:06:37] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1273, Current candle evolution: -0.31%

[2024-07-24 16:06:37] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:37] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:37] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:37] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:38] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:38] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66128.0000, Current candle evolution: -0.21%

[2024-07-24 16:06:38] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:38] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:38] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:38] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:38] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:39] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:39] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:39] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:39] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:39] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:39] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:40] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66122.0100, Current candle evolution: -0.22%

[2024-07-24 16:06:40] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:40] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:40] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:41] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:41] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:41] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:41] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:41] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:41] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:41] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:41] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:42] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66122.0100, Current candle evolution: -0.22%

[2024-07-24 16:06:42] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:42] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:42] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:42] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:42] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:42] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:43] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:43] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:43] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:43] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:43] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66122.0100, Current candle evolution: -0.22%

[2024-07-24 16:06:44] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:44] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:44] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:44] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:44] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:44] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:44] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:44] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:44] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:44] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66122.0100, Current candle evolution: -0.22%

[2024-07-24 16:06:45] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:45] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:45] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5406, Current candle evolution: -0.39%

[2024-07-24 16:06:45] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:45] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:45] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

[2024-07-24 16:06:45] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3099, Current candle evolution: -0.51%

[2024-07-24 16:06:46] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66116.2500, Current candle evolution: -0.23%

[2024-07-24 16:06:46] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:06:46] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9840, Current candle evolution: -0.30%

[2024-07-24 16:06:46] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4904, Current candle evolution: -0.43%

[2024-07-24 16:06:46] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5404, Current candle evolution: -0.42%

[2024-07-24 16:06:46] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:06:46] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3693, Current candle evolution: -0.30%

[2024-07-24 16:06:47] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:06:47] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.29%

[2024-07-24 16:06:47] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0982, Current candle evolution: -0.20%

